Year,Month,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Finfish Aquaculture Management Unit,Sample Type,Incident Date,Number of Pens Sampled,Average L. salmonis motiles per fish,Average L. salmonis females per fish,Average chalimus per fish,Average caligus per fish,Comments,Year Class
2012,January,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2012,January,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2012,January,304,Mainstream Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,2-Jan-12,3,0.18,0.03,0.57,0.15,,1
2012,January,304,Mainstream Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,19-Jan-12,3,0.12,0.00,0.37,0.22,,1
2012,January,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,Routine monitoring,17-Jan-12,3,0.93,0.12,3.25,2.22,,2
2012,January,378,Marine Harvest Canada,Thurlow,50.40808,-125.34088,Discovery Islands,Routine monitoring,11-Jan-12,3,0.25,0.08,2.78,0.80,,2
2012,January,306,Mainstream Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Routine monitoring,1-Jan-12,3,0.27,0.08,0.45,2.90,,1
2012,January,306,Mainstream Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Routine monitoring,20-Jan-12,3,0.33,0.02,0.28,1.75,,1
2012,January,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Follow-up,1-Jan-12,3,0.72,0.43,0.00,0.00,,2
2012,January,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Follow-up,14-Jan-12,3,0.87,0.45,0.00,0.00,,2
2012,January,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Follow-up,3-Jan-12,3,0.55,0.12,0.00,0.00,,1
2012,January,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Follow-up,22-Jan-12,3,0.65,0.32,0.00,0.00,,1
2012,January,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2012,January,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Nootka Sound,Routine monitoring,24-Jan-12,3,0.00,0.00,0.00,0.00,,1
2012,January,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Follow-up,7-Jan-12,3,0.75,0.52,0.00,0.00,,1
2012,January,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Post in-feed treatment,31-Jan-12,3,0.30,0.10,0.00,0.00,,1
2012,January,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Post in-feed treatment,2-Jan-12,3,0.08,0.00,0.00,0.23,,1
2012,January,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,18-Jan-12,3,0.77,0.15,0.92,0.00,,1
2012,January,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,9-Jan-12,3,1.57,0.58,1.98,0.45,,1
2012,January,1198,Marine Harvest Canada,Raynor,50.89253,-127.25359,Port Hardy,Post in-feed treatment,n/a,0,,,,,Count(s) not required (<4 pens),1
2012,January,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Post in-feed treatment,27-Jan-12,3,0.00,0.00,0.02,0.00,,2
2012,January,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.50040,Port Hardy,Follow-up,1-Jan-12,3,3.27,1.23,0.10,0.38,In-feed treatment,2
2012,January,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.50040,Port Hardy,Follow-up,13-Jan-12,3,2.27,0.97,0.75,0.03,,2
2012,January,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.50040,Port Hardy,Follow-up,27-Jan-12,3,1.12,0.32,0.00,0.00,,2
2012,January,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Routine monitoring,21-Jan-12,3,0.87,0.33,1.75,1.82,,2
2012,January,1238,Marine Harvest Canada,Mahatta West,50.46914,-127.83577,Quatsino Sound,Routine monitoring,12-Jan-12,2,0.13,0.05,0.10,0.30,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2012,January,1238,Marine Harvest Canada,Mahatta West,50.46914,-127.83577,Quatsino Sound,Routine monitoring,19-Jan-12,3,0.02,0.00,0.27,0.48,,1
2012,January,1237,Marine Harvest Canada,Monday Rocks,50.48562,-127.87618,Quatsino Sound,Routine monitoring,22-Jan-12,3,1.15,0.45,0.60,0.03,,2
2012,January,1698,Grieg Seafood BC,Ahlstrom,49.77930,-124.15395,Sunshine Coast,Routine monitoring,n/a,0,,,,,Fallow,n/a
2012,January,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2012,January,746,Grieg Seafood BC,Site 13,49.62910,-123.84265,Sunshine Coast,Routine monitoring,21-Jan-12,2,0.15,0.08,0.00,0.00,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),1
2012,January,412,Grieg Seafood BC,Site 9,49.64612,-123.72455,Sunshine Coast,Routine monitoring,30-Jan-12,3,0.00,0.00,0.00,0.00,,1
2012,January,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Routine monitoring,23-Jan-12,3,0.05,0.05,0.00,0.00,,1
2012,February,1144,Mainstream Canada,Burdwood,50.79690,-126.49581,Broughton Archipelago,Pre-treatment,4-Feb-12,3,1.62,0.70,0.03,0.60,In-feed treatment,1
2012,February,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,6-Feb-12,3,1.38,0.68,1.38,0.25,,Brood
2012,February,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Fallow,n/a
2012,February,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,Broughton Archipelago,Follow-up,6-Feb-12,3,0.42,0.23,0.02,0.03,,2
2012,February,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Post in-feed treatment,12-Feb-12,3,0.15,0.10,0.03,0.02,,2
2012,February,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Broughton Archipelago,Routine monitoring,23-Feb-12,3,0.02,0.00,1.55,0.17,,2
2012,February,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2012,February,1145,Marine Harvest Canada,Potts Bay,50.64920,-126.61820,Broughton Archipelago,Post in-feed treatment,23-Feb-12,1,0.20,0.05,0.15,0.00,,Brood
2012,February,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Routine monitoring,24-Feb-12,3,0.15,0.15,0.33,0.27,,1
2012,February,1336,Mainstream Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Fallow,n/a
2012,February,728,Mainstream Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,3-Feb-12,3,0.48,0.30,0.42,1.88,,1
2012,February,728,Mainstream Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,16-Feb-12,3,0.38,0.08,1.17,1.33,,1
2012,February,739,Marine Harvest Canada,Upper Retreat,50.72183,-126.56810,Broughton Archipelago,Routine monitoring,22-Feb-12,1,0.00,0.00,0.55,0.10,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),1
2012,February,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Follow-up,n/a,0,,,,,Count(s) not required (harvesting),2
2012,February,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.41990,Central Coast,Routine monitoring,21-Feb-12,3,0.33,0.05,0.40,0.00,,2
2012,February,1580,Marine Harvest Canada,Jackson Pass,52.53727,-128.40286,Central Coast,Routine monitoring,5-Feb-12,2,0.18,0.03,0.00,0.68,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),1
2012,February,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Routine monitoring,15-Feb-12,3,1.68,1.02,0.32,0.00,,2
2012,February,1896,Marine Harvest Canada,Lime Point,52.78538,-128.33133,Central Coast,Routine monitoring,14-Feb-12,3,1.30,0.78,0.00,0.00,,2
2012,February,1537,Mainstream Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Routine monitoring,17-Feb-12,3,0.03,0.00,0.12,0.00,,2
2012,February,227,Mainstream Canada,Bawden,49.30798,-126.00721,Clayoquot Sound,Routine monitoring,17-Feb-12,3,0.13,0.00,1.02,0.10,,1
2012,February,520,Mainstream Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Routine monitoring,3-Feb-12,3,0.25,0.08,0.15,0.23,,2
2012,February,520,Mainstream Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Routine monitoring,16-Feb-12,3,0.30,0.13,0.02,0.15,,2
2012,February,234,Mainstream Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,Routine monitoring,3-Feb-12,3,0.63,0.12,2.72,1.53,,1
2012,February,234,Mainstream Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,Routine monitoring,15-Feb-12,3,1.07,0.08,4.00,4.97,,1
2012,February,540,Mainstream Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Routine monitoring,1-Feb-12,3,0.10,0.02,0.03,0.07,,1
2012,February,540,Mainstream Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Routine monitoring,17-Feb-12,3,0.03,0.02,0.25,0.00,,1
2012,February,1507,Mainstream Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2012,February,543,Mainstream Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Routine monitoring,2-Feb-12,3,0.03,0.03,0.07,0.00,,2
2012,February,543,Mainstream Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Routine monitoring,17-Feb-12,3,0.12,0.08,0.05,0.00,,2
2012,February,314,Mainstream Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Routine monitoring,21-Feb-12,1,0.20,0.15,0.20,0.00,Sampling methodology does not meet requirements outlined in licence conditions (harvesting),2
2012,February,527,Mainstream Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Routine monitoring,2-Feb-12,3,1.73,0.77,0.00,0.00,,1
2012,February,527,Mainstream Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Routine monitoring,17-Feb-12,3,1.82,0.83,0.48,0.00,,1
2012,February,1472,Mainstream Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Routine monitoring,2-Feb-12,3,0.13,0.08,0.00,0.00,,2
2012,February,1472,Mainstream Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Routine monitoring,17-Feb-12,3,0.25,0.05,0.03,0.00,,2
2012,February,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,Discovery Islands,Routine monitoring,15-Feb-12,3,0.02,0.02,0.32,0.13,,2
2012,February,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Threshold exceedance,4-Feb-12,10,3.21,1.72,2.00,0.82,Management action planned (In-feed treatment),1
2012,February,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Pre-treatment; Follow-up,16-Feb-12,8,4.11,2.09,1.39,1.31,In-feed treatment,1
2012,February,1401,Mainstream Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Routine monitoring,4-Feb-12,3,1.15,0.28,2.90,0.92,,1
2012,February,1401,Mainstream Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Routine monitoring,18-Feb-12,3,1.25,0.18,1.53,0.93,,2
2012,February,388,Marine Harvest Canada,Brougham Point,50.37192,-125.37990,Discovery Islands,Routine monitoring,15-Feb-12,3,0.63,0.22,1.20,1.45,,2
2012,February,137,Grieg Seafood BC,Conville Bay,50.18057,-125.14933,Discovery Islands,Post in-feed treatment,3-Feb-12,3,0.03,0.02,0.00,0.00,,2
2012,February,137,Grieg Seafood BC,Conville Bay,50.18057,-125.14933,Discovery Islands,Routine monitoring,16-Feb-12,4,0.03,0.00,0.00,0.00,,2
2012,February,733,Marine Harvest Canada,Cyrus Rock,50.25682,-125.21030,Discovery Islands,Routine monitoring,18-Feb-12,3,0.07,0.05,0.67,0.15,,1
2012,February,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,Follow-up,14-Feb-12,3,7.08,4.47,1.97,2.32,Harvesting,2
2012,February,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,Follow-up,28-Feb-12,3,7.33,4.73,1.82,3.53,Harvesting,2
2012,February,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2012,February,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2012,February,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,20-Feb-12,3,0.07,0.00,0.02,0.05,,1
2012,February,304,Mainstream Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,18-Feb-12,3,0.35,0.27,1.28,1.88,,1
2012,February,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,Routine monitoring,20-Feb-12,3,1.45,0.70,1.63,0.82,,2
2012,February,378,Marine Harvest Canada,Thurlow,50.40808,-125.34088,Discovery Islands,Routine monitoring,15-Feb-12,3,0.68,0.13,0.75,0.58,,2
2012,February,306,Mainstream Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Routine monitoring,3-Feb-12,3,0.77,0.27,0.30,3.20,,1
2012,February,306,Mainstream Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Routine monitoring,18-Feb-12,3,1.27,0.43,0.47,2.98,,1
2012,February,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Post in-feed treatment,10-Feb-12,2,0.35,0.10,0.00,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2012,February,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Routine monitoring,14-Feb-12,3,0.47,0.25,0.00,0.02,,2
2012,February,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Post in-feed treatment,12-Feb-12,3,0.35,0.07,0.00,0.00,,1
2012,February,1850,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2012,February,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Nootka Sound,Routine monitoring,16-Feb-12,3,0.00,0.00,0.00,0.00,,1
2012,February,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Routine monitoring,19-Feb-12,3,0.32,0.17,0.00,0.00,,2
2012,February,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Routine monitoring,5-Feb-12,3,0.12,0.07,0.03,0.00,,1
2012,February,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,5-Feb-12,3,0.95,0.28,0.38,0.08,,1
2012,February,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,5-Feb-12,3,2.13,1.48,0.30,0.23,,1
2012,February,1198,Marine Harvest Canada,Raynor,50.89253,-127.25359,Port Hardy,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2012,February,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,23-Feb-12,3,0.10,0.10,0.07,0.00,,2
2012,February,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.50040,Port Hardy,Post in-feed treatment,26-Feb-12,3,0.02,0.02,0.00,0.00,,2
2012,February,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Routine monitoring,21-Feb-12,3,1.85,0.42,4.07,3.22,,2
2012,February,1238,Marine Harvest Canada,Mahatta West,50.46914,-127.83577,Quatsino Sound,Routine monitoring,8-Feb-12,3,0.20,0.05,0.40,1.25,,1
2012,February,1237,Marine Harvest Canada,Monday Rocks,50.48562,-127.87618,Quatsino Sound,Routine monitoring,7-Feb-12,3,1.63,0.65,4.50,2.65,,2
2012,February,1237,Marine Harvest Canada,Monday Rocks,50.48562,-127.87618,Quatsino Sound,Routine monitoring,26-Feb-12,3,1.58,0.62,4.25,1.53,,2
2012,February,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2012,February,746,Grieg Seafood BC,Site 13,49.62910,-123.84265,Sunshine Coast,Routine monitoring,16-Feb-12,2,0.08,0.05,0.00,0.00,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),1
2012,February,412,Grieg Seafood BC,Site 9,49.64612,-123.72455,Sunshine Coast,Routine monitoring,17-Feb-12,3,0.00,0.00,0.00,0.00,,1
2012,February,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Routine monitoring,16-Feb-12,3,0.20,0.13,0.00,0.07,,1
2012,March,1144,Mainstream Canada,Burdwood,50.79690,-126.49581,Broughton Archipelago,Follow-up,1-Mar-12,3,0.68,0.35,0.00,0.12,,1
2012,March,1144,Mainstream Canada,Burdwood,50.79690,-126.49581,Broughton Archipelago,Post in-feed treatment,19-Mar-12,3,0.10,0.05,0.00,0.03,,1
2012,March,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,1-Mar-12,3,0.02,0.00,0.28,0.00,,Brood
2012,March,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (broodstock in spawning year),Brood
2012,March,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,Broughton Archipelago,Post in-feed treatment,12-Mar-12,3,0.05,0.02,0.12,0.03,,2
2012,March,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,Broughton Archipelago,Routine monitoring,29-Mar-12,3,0.03,0.02,0.17,0.00,,2
2012,March,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Routine monitoring,7-Mar-12,3,0.32,0.25,0.05,0.00,,2
2012,March,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Routine monitoring,21-Mar-12,3,0.05,0.03,0.00,0.02,,2
2012,March,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Broughton Archipelago,Routine monitoring,7-Mar-12,3,0.07,0.03,0.95,0.22,,2
2012,March,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Broughton Archipelago,Routine monitoring,26-Mar-12,3,1.13,0.10,4.35,0.63,,2
2012,March,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2012,March,1145,Marine Harvest Canada,Potts Bay,50.64920,-126.61820,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (broodstock in spawning year),Brood
2012,March,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Routine monitoring,9-Mar-12,3,0.00,0.00,0.00,0.00,,1
2012,March,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Routine monitoring,29-Mar-12,3,0.00,0.00,0.00,0.00,,1
2012,March,728,Mainstream Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,4-Mar-12,3,0.37,0.20,0.00,0.72,,1
2012,March,728,Mainstream Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,17-Mar-12,3,0.88,0.13,1.10,1.17,,1
2012,March,739,Marine Harvest Canada,Upper Retreat,50.72183,-126.56810,Broughton Archipelago,Routine monitoring,10-Mar-12,3,0.08,0.00,0.13,0.45,,1
2012,March,739,Marine Harvest Canada,Upper Retreat,50.72183,-126.56810,Broughton Archipelago,Routine monitoring,25-Mar-12,3,0.07,0.02,0.13,0.43,,1
2012,March,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Fallow,n/a
2012,March,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.41990,Central Coast,Routine monitoring,9-Mar-12,3,0.50,0.08,0.65,0.18,,2
2012,March,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.41990,Central Coast,Routine monitoring,30-Mar-12,3,1.48,0.57,1.42,0.07,,2
2012,March,1580,Marine Harvest Canada,Jackson Pass,52.53727,-128.40286,Central Coast,Routine monitoring,9-Mar-12,3,0.10,0.03,0.05,0.22,,1
2012,March,1580,Marine Harvest Canada,Jackson Pass,52.53727,-128.40286,Central Coast,Routine monitoring,23-Mar-12,3,0.23,0.15,0.30,0.07,,1
2012,March,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Routine monitoring,28-Feb-12,3,2.07,1.15,0.00,0.10,,2
2012,March,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Routine monitoring,27-Mar-12,3,1.32,0.28,2.13,0.08,,2
2012,March,1896,Marine Harvest Canada,Lime Point,52.78538,-128.33133,Central Coast,Routine monitoring,6-Mar-12,3,1.03,0.73,0.67,0.03,,2
2012,March,1896,Marine Harvest Canada,Lime Point,52.78538,-128.33133,Central Coast,Routine monitoring,21-Mar-12,3,0.97,0.67,0.58,0.18,,2
2012,March,1537,Mainstream Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Routine monitoring,1-Mar-12,3,0.02,0.00,0.10,0.00,,2
2012,March,1537,Mainstream Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Routine monitoring,17-Mar-12,3,0.13,0.03,0.12,0.00,,2
2012,March,227,Mainstream Canada,Bawden,49.30798,-126.00721,Clayoquot Sound,Routine monitoring,2-Mar-12,3,0.32,0.07,1.23,0.12,,1
2012,March,227,Mainstream Canada,Bawden,49.30798,-126.00721,Clayoquot Sound,Routine monitoring,20-Mar-12,3,0.43,0.05,0.87,0.00,,1
2012,March,520,Mainstream Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Routine monitoring,1-Mar-12,3,0.35,0.13,0.07,0.12,,2
2012,March,520,Mainstream Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Routine monitoring,16-Mar-12,3,0.65,0.25,0.07,0.17,,2
2012,March,234,Mainstream Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,Routine monitoring,2-Mar-12,3,0.50,0.13,2.73,5.07,,1
2012,March,234,Mainstream Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,Routine monitoring,17-Mar-12,3,1.00,0.05,1.97,4.80,,1
